name,srid,active,hof,positions,start,end,letter
Curt Farrier,FarrCu20,FALSE,FALSE,DT,1963,1965,F
Bo Farrington,FarrBo00,FALSE,FALSE,SE-WR,1960,1963,F
James Farrior,FarrJa99,FALSE,FALSE,LB,1997,2011,F
Jimmy Farris,FarrJi00,FALSE,FALSE,WR,2003,2007,F
John Farris,FarrJo20,FALSE,FALSE,G,1965,1966,F
Kris Farris,FarrKr20,FALSE,FALSE,T,2001,2001,F
Tom Farris,FarrTo20,FALSE,FALSE,QB,1946,1948,F
Kenneth Farrow,FarrKe02,TRUE,FALSE,RB,2016,2016,F
Heath Farwell,FarwHe20,FALSE,FALSE,LB,2005,2014,F
Brett Faryniarz,FaryBr20,FALSE,FALSE,LB,1988,1995,F
Randy Fasani,FasaRa00,FALSE,FALSE,QB,2002,2002,F
Anthony Fasano,FasaAn00,TRUE,FALSE,TE,2006,2017,F
Ciatrick Fason,FasoCi00,FALSE,FALSE,RB,2005,2006,F
Greg Fassitt,FassGr20,FALSE,FALSE,DB,2009,2009,F
Mario Fatafehi,FataMa20,FALSE,FALSE,DT,2001,2004,F
T.J. Fatinikun,FatiT.00,FALSE,FALSE,DE,2014,2015,F
Chuck Faucette,FaucCh20,FALSE,FALSE,LB,1987,1988,F
Kevin Faulk,FaulKe00,FALSE,FALSE,RB,1999,2011,F
Marshall Faulk,FaulMa00,FALSE,TRUE,RB,1994,2005,F
Trev Faulk,FaulTr20,FALSE,FALSE,LB,2004,2005,F
Mike Faulkerson,DulaMi00,FALSE,FALSE,RB,1995,1998,D
Chris Faulkner,FaulCh20,FALSE,FALSE,TE,1984,1985,F
Jeff Faulkner,FaulJe20,FALSE,FALSE,DE-DT,1987,1996,F
Staley Faulkner,FaulSt20,FALSE,FALSE,T,1964,1964,F
Ta'ase Faumui,FaumTa20,FALSE,FALSE,DE,1994,1995,F
Wilson Faumuina,FaumWi20,FALSE,FALSE,DT-DE-NT,1977,1981,F
Christian Fauria,FaurCh00,FALSE,FALSE,TE,1995,2007,F
Joseph Fauria,FaurJo00,FALSE,FALSE,TE,2013,2014,F
Ron Faurot,FaurRo20,FALSE,FALSE,DE-DT,1984,1985,F
Frank Fausch,FausFr20,FALSE,FALSE,FB-T,1921,1922,F
Dick Faust,FausDi20,FALSE,FALSE,T-G-E,1924,1929,F
George Faust,FausGe20,FALSE,FALSE,BB,1939,1939,F
Paul Faust,FausPa20,FALSE,FALSE,LB,1967,1967,F
Hal Faverty,FaveHa20,FALSE,FALSE,LB-DE-C,1952,1952,F
Greg Favors,FavoGr20,FALSE,FALSE,LB-DE,1998,2005,F
Brett Favre,FavrBr00,FALSE,TRUE,QB,1991,2010,F
Calvin Favron,FavrCa20,FALSE,FALSE,LB,1979,1982,F
Jake Fawcett,FawcJa20,FALSE,FALSE,T-G,1942,1946,F
Doc Fay,FayxDo20,FALSE,FALSE,E,1922,1922,F
John Faylor,FaylJo20,FALSE,FALSE,DB,1987,1987,F
Jarred Fayson,FaysJa00,FALSE,FALSE,WR,2012,2012,F
Jermaine Fazande,FazaJe00,FALSE,FALSE,RB,1999,2000,F
Ron Fazio,FaziRo20,FALSE,FALSE,TE,1987,1987,F
Ricky Feacher,FeacRi00,FALSE,FALSE,WR,1976,1984,F
Wiley Feagin,FeagWi20,FALSE,FALSE,G,1961,1963,F
Jeff Feagles,FeagJe20,FALSE,FALSE,P,1988,2009,F
Tom Feamster,FeamTo20,FALSE,FALSE,T-DE,1956,1956,F
Tom Fears,FearTo00,FALSE,TRUE,E,1948,1956,F
Willie Fears,FearWi20,FALSE,FALSE,DE,1987,1990,F
Grant Feasel,FeasGr20,FALSE,FALSE,C,1983,1992,F
Greg Feasel,FeasGr21,FALSE,FALSE,T,1986,1987,F
Bill Feaster,FeasBi20,FALSE,FALSE,T-C,1929,1930,F
Tiny Feather,FeatTi20,FALSE,FALSE,B,1927,1934,F
Beattie Feathers,FeatBe00,FALSE,FALSE,HB-WB,1934,1940,F
Terrence Fede,FedeTe00,TRUE,FALSE,DE,2014,2017,F
Creig Federico,FedeCr20,FALSE,FALSE,DB,1987,1987,F
Daniel Federkeil,FedeDa20,FALSE,FALSE,T,2006,2009,F
John Federovitch,FedeJo20,FALSE,FALSE,T,1941,1946,F
Joe Federspiel,FedeJo21,FALSE,FALSE,LB,1972,1981,F
Walt Fedora,FedoWa20,FALSE,FALSE,FB,1942,1942,F
Gerry Feehery,FeehGe20,FALSE,FALSE,C-G,1983,1988,F
A.J. Feeley,FeelA.00,FALSE,FALSE,QB,2001,2011,F
Jay Feely,feelyjay01,FALSE,FALSE,K,2001,2014,F
Al Feeney,FeenAl20,FALSE,FALSE,C,1920,1921,F
Dan Feeney,FeenDa00,TRUE,FALSE,OG,2017,2017,F
Howard Feggins,FeggHo20,FALSE,FALSE,DB,1989,1989,F
Nick Feher,FeheNi20,FALSE,FALSE,G,1951,1955,F
Bernie Feibish,FeibBe20,FALSE,FALSE,C,1941,1941,F
Andy Feichtinger,FeicAn20,FALSE,FALSE,E,1920,1920,F
Curtis Feigt,FeigCu01,FALSE,FALSE,T,2014,2014,F
Matt Feiler,FeilMa00,TRUE,FALSE,T,2014,2017,F
Ray Feinga,FeinRa20,FALSE,FALSE,G,2010,2010,F
Lou Feist,FeisLo20,FALSE,FALSE,E-T-FB,1924,1926,F
Clayton Fejedelem,FejeCl00,TRUE,FALSE,FS,2016,2017,F
Gene Fekete,FekeGe20,FALSE,FALSE,FB-LB,1946,1946,F
John Fekete,FekeJo20,FALSE,FALSE,HB-DB,1946,1946,F
Nip Felber,FelbNi20,FALSE,FALSE,E,1932,1933,F
Bobby Felder,FeldBo00,FALSE,FALSE,CB,2012,2012,F
Bill Feldhaus,FeldBi20,FALSE,FALSE,G-T,1937,1940,F
Paul Feldhausen,FeldPa20,FALSE,FALSE,T,1968,1968,F
Todd Feldman,FeldTo20,FALSE,FALSE,WR,1987,1987,F
Jon Feliciano,FeliJo00,TRUE,FALSE,OG,2015,2017,F
Gene Felker,FelkGe20,FALSE,FALSE,E,1952,1952,F
Happy Feller,FellHa20,FALSE,FALSE,K,1971,1973,F
Mark Fellows,FellMa20,FALSE,FALSE,LB,1985,1986,F
Ron Fellows,FellRo20,FALSE,FALSE,DB,1981,1988,F
Daniel Fells,FellDa00,FALSE,FALSE,TE,2008,2015,F
Darren Fells,FellDa01,TRUE,FALSE,TE,2014,2017,F
Dick Felt,FeltDi00,FALSE,FALSE,DB,1960,1966,F
Eric Felton,FeltEr20,FALSE,FALSE,DB,1978,1980,F
Jerome Felton,FeltJe00,FALSE,FALSE,RB,2008,2016,F
Joe Felton,FeltJo20,FALSE,FALSE,G,1987,1987,F
Ralph Felton,FeltRa20,FALSE,FALSE,LB-DB-FB,1954,1962,F
Bobby Felts,FeltBo00,FALSE,FALSE,HB,1965,1967,F
Tom Fena,FenaTo20,FALSE,FALSE,G,1937,1937,F
Gary Fencik,FencGa00,FALSE,FALSE,DB,1976,1987,F
Dick Fencl,FencDi20,FALSE,FALSE,E,1933,1933,F
James Fenderson,FendJa00,FALSE,FALSE,RB,2001,2003,F
Chuck Fenenbock,FeneCh20,FALSE,FALSE,HB-TB,1943,1948,F
Gill Fenerty,FeneGi00,FALSE,FALSE,RB,1990,1991,F
Bob Fenimore,FeniBo20,FALSE,FALSE,HB,1947,1947,F
Carl Fennema,FennCa20,FALSE,FALSE,C-LB,1948,1949,F
Chandler Fenner,FennCh00,FALSE,FALSE,CB,2012,2014,F
Derrick Fenner,FennDe00,FALSE,FALSE,RB,1989,1997,F
Harold Fenner,FennHa20,FALSE,FALSE,E,1920,1930,F
Lane Fenner,FennLa20,FALSE,FALSE,WR,1968,1968,F
Rick Fenney,FennRi00,FALSE,FALSE,RB,1987,1991,F
James Ferentz,FereJa00,TRUE,FALSE,C,2014,2016,F
Duke Fergerson,FergDu00,FALSE,FALSE,WR,1977,1980,F
Bill Ferguson,FergBi20,FALSE,FALSE,LB,1973,1974,F
Bob Ferguson,FergBo00,FALSE,FALSE,FB,1962,1963,F
Charley Ferguson,FergCh00,FALSE,FALSE,WR-TE,1961,1969,F
D'Brickashaw Ferguson,FergDB20,FALSE,FALSE,T,2006,2015,F
Ego Ferguson,FergEg00,TRUE,FALSE,DT,2014,2015,F
Gene Ferguson,FergGe20,FALSE,FALSE,T-DT,1969,1972,F
Howie Ferguson,FergHo00,FALSE,FALSE,FB-HB,1953,1960,F
James Ferguson,FergJa20,FALSE,FALSE,C-LB,1968,1969,F
Jason Ferguson,FergJa21,FALSE,FALSE,DT-NT,1997,2009,F
Joe Ferguson,FergJo00,FALSE,FALSE,QB,1973,1990,F
Josh Ferguson,FergJo02,TRUE,FALSE,RB,2016,2017,F
Keith Ferguson,FergKe20,FALSE,FALSE,DE,1981,1990,F
Kevin Ferguson,FergKe21,FALSE,FALSE,TE,1987,1987,F
Larry Ferguson,FergLa00,FALSE,FALSE,HB,1963,1963,F
Nick Ferguson,FergNi20,FALSE,FALSE,DB,2000,2009,F
Reid Ferguson,FergRe00,TRUE,FALSE,LS,2017,2017,F
Robert Ferguson,FergRo00,FALSE,FALSE,WR,2001,2008,F
Tom Ferguson,FergTo20,FALSE,FALSE,T,1921,1921,F
Vagas Ferguson,FergVa00,FALSE,FALSE,RB,1980,1983,F
Fritz Ferko,FerkFr20,FALSE,FALSE,T,1937,1938,F
Ron Fernandes,FernRo20,FALSE,FALSE,DE-DT,1976,1979,F
Manny Fernandez,FernMa20,FALSE,FALSE,DT-DE,1968,1975,F
Mervyn Fernandez,FernMe00,FALSE,FALSE,WR,1987,1992,F
Vince Ferragamo,FerrVi00,FALSE,FALSE,QB,1977,1986,F
Jack Ferrante,FerrJa20,FALSE,FALSE,E-DE,1941,1950,F
Orlando Ferrante,FerrOr20,FALSE,FALSE,G,1960,1961,F
Frank Ferrara,FerrFr20,FALSE,FALSE,DE,2001,2003,F
Ron Ferrari,FerrRo20,FALSE,FALSE,LB,1982,1986,F
Bill Ferrario,FerrBi20,FALSE,FALSE,G,2002,2002,F
Bob Ferrell,FerrBo00,FALSE,FALSE,RB,1976,1980,F
Earl Ferrell,FerrEa00,FALSE,FALSE,RB,1982,1989,F
Diamond Ferri,FerrDi00,FALSE,FALSE,DB,2006,2006,F
Neil Ferris,FerrNe20,FALSE,FALSE,DB-HB,1951,1953,F
Lou Ferry,FerrLo20,FALSE,FALSE,DT-T,1949,1955,F
Paul Fersen,FersPa20,FALSE,FALSE,T,1973,1974,F
Howard Fest,FestHo20,FALSE,FALSE,G-T,1968,1977,F
Jim Fetherston,FethJi20,FALSE,FALSE,LB,1968,1969,F
Gus Fetz,FetzGu20,FALSE,FALSE,HB,1923,1923,F
John Fiala,FialJo20,FALSE,FALSE,LB,1998,2002,F
Tony Fiammetta,FiamTo00,FALSE,FALSE,RB,2009,2014,F
Dan Ficca,FiccDa20,FALSE,FALSE,G,1962,1966,F
Leon Fichman,FichLe20,FALSE,FALSE,T,1946,1947,F
Brad Fichtel,FichBr20,FALSE,FALSE,C,1994,1994,F
Ross Fichtner,FichRo20,FALSE,FALSE,DB,1960,1968,F
Sam Ficken,FickSa01,TRUE,FALSE,K,2017,2017,F
Bill Fiedler,FiedBi20,FALSE,FALSE,G,1938,1938,F
Jay Fiedler,FiedJa00,FALSE,FALSE,QB,1995,2005,F
C.J. Fiedorowicz,FiedC.00,TRUE,FALSE,TE,2014,2017,F
Amod Field,FielAm20,FALSE,FALSE,WR,1991,1991,F
Doak Field,FielDo20,FALSE,FALSE,LB,1981,1981,F
Harry Field,FielHa20,FALSE,FALSE,T,1934,1936,F
Don Fielder,FielDo21,FALSE,FALSE,DE,1985,1985,F
Anthony Fieldings,FielAn20,FALSE,FALSE,LB,1995,1995,F
Aaron Fields,FielAa20,FALSE,FALSE,DE,2000,2000,F
Angelo Fields,FielAn21,FALSE,FALSE,T,1980,1982,F
Anthony Fields,FielAn22,FALSE,FALSE,DB,1987,1987,F
Brandon Fields,FielBr20,FALSE,FALSE,P,2007,2015,F
Carlos Fields,FielCa00,FALSE,FALSE,LB,2014,2016,F
Edgar Fields,FielEd20,FALSE,FALSE,DT-DE,1977,1981,F
Floyd Fields,FielFl20,FALSE,FALSE,DB,1991,1993,F
George Fields,FielGe20,FALSE,FALSE,DT-DE,1960,1961,F
Greg Fields,FielGr20,FALSE,FALSE,DE,1979,1980,F
Jaime Fields,FielJa20,FALSE,FALSE,LB,1993,1994,F
Jeff Fields,FielJe20,FALSE,FALSE,DT,1995,1995,F
Jerry Fields,FielJe21,FALSE,FALSE,LB,1961,1962,F
Jitter Fields,FielJi20,FALSE,FALSE,DB,1984,1987,F
Joe Fields,FielJo00,FALSE,FALSE,C-G,1975,1988,F
Mark Fields,FielMa99,FALSE,FALSE,LB,1995,2004,F
Ronald Fields,FielRo20,FALSE,FALSE,DT,2005,2011,F
Scott Fields,FielSc20,FALSE,FALSE,LB,1996,1999,F
Ralph Fife,FifeRa20,FALSE,FALSE,G,1942,1946,F
Bill Fifer,FifeBi20,FALSE,FALSE,T,1978,1978,F
Steve Fifita,FifiSt99,FALSE,FALSE,DT,2007,2007,F
Cedric Figaro,FigaCe20,FALSE,FALSE,LB,1988,1996,F
George Figner,FignGe20,FALSE,FALSE,DB,1953,1953,F
Deon Figures,FiguDe20,FALSE,FALSE,DB,1993,1998,F
Yamon Figurs,FiguYa00,FALSE,FALSE,WR,2007,2010,F
Dan Fike,FikeDa20,FALSE,FALSE,G-T,1985,1993,F
John Filak,FilaJo20,FALSE,FALSE,T-G,1927,1929,F
Frank Filchock,FilcFr20,FALSE,FALSE,TB-QB-HB,1938,1950,F
Jim Files,FileJi20,FALSE,FALSE,LB,1970,1973,F
Bojay Filimoeatu,FiliBo00,FALSE,FALSE,LB,2014,2014,F
Filip Filipovic,FiliFi20,FALSE,FALSE,P,2002,2002,F
Steve Filipowicz,FiliSt20,FALSE,FALSE,FB-BB,1945,1946,F
Gene Filipski,FiliGe20,FALSE,FALSE,HB,1956,1957,F
John Fina,FinaJo20,FALSE,FALSE,T,1992,2002,F
Tevita Finau,FinaTe00,FALSE,FALSE,DT,2012,2014,F
Bull Finch,FincBu20,FALSE,FALSE,BB-FB,1926,1926,F
Karl Finch,FincKa20,FALSE,FALSE,WR,1962,1962,F
Steve Finch,FincSt20,FALSE,FALSE,WR,1987,1987,F
Alfred Fincher,FincAl20,FALSE,FALSE,LB,2005,2008,F
Derek Fine,FineDe00,FALSE,FALSE,TE,2008,2009,F
Mike Fink,FinkMi20,FALSE,FALSE,DB,1973,1973,F
Matt Finkes,FinkMi21,FALSE,FALSE,DE,1997,1997,F
Jim Finks,FinkJi00,FALSE,TRUE,QB-DB-TB,1949,1955,F
Jack Finlay,FinlJa20,FALSE,FALSE,G-LB,1947,1951,F
Clint Finley,FinlCl20,FALSE,FALSE,DB,2002,2003,F
Jermichael Finley,FinlJe00,FALSE,FALSE,TE,2008,2013,F
Bernie Finn,FinnBe20,FALSE,FALSE,B,1930,1932,F
Jack Finn,FinnJa20,FALSE,FALSE,B,1924,1924,F
Jim Finn,FinnJi00,FALSE,FALSE,FB,2000,2006,F
Cortland Finnegan,FinnCo20,FALSE,FALSE,DB,2006,2015,F
James Finnegan,FinnJa21,FALSE,FALSE,E-QB,1923,1923,F
Brian Finneran,FinnBr00,FALSE,FALSE,WR,1999,2010,F
Gary Finneran,FinnGa20,FALSE,FALSE,DE-DT,1960,1961,F
B.J. Finney,FinnB.01,TRUE,FALSE,C,2016,2017,F
Roger Finnie,FinnRo20,FALSE,FALSE,T-G-DT,1969,1979,F
Tom Finnin,FinnTo20,FALSE,FALSE,DT,1953,1957,F
Russ Finsterwald,FinsRu20,FALSE,FALSE,WB,1920,1920,F
Dave Finzer,FinzDa20,FALSE,FALSE,P,1984,1985,F
Dave Fiore,FiorDa20,FALSE,FALSE,G-T,1998,2003,F
Al Fiorentino,FiorAl20,FALSE,FALSE,G,1943,1945,F
Ed Fiorentino,FiorEd20,FALSE,FALSE,DE,1947,1947,F
Bill Fischer,FiscBi00,FALSE,FALSE,T-G-DT,1949,1953,F
Clarke Fischer,FiscCl20,FALSE,FALSE,HB,1926,1926,F
Clete Fischer,FiscCl21,FALSE,FALSE,HB,1949,1949,F
Mark Fischer,FiscMa20,FALSE,FALSE,C,1998,2000,F
Pat Fischer,FiscPa00,FALSE,FALSE,DB,1961,1977,F
Joe Fishback,FishJo20,FALSE,FALSE,DB,1991,1994,F
Dick Fishel,FishDi20,FALSE,FALSE,B,1933,1933,F
Bob Fisher,FishBo20,FALSE,FALSE,T,1940,1940,F
Bob Fisher,FishBo00,FALSE,FALSE,TE,1980,1981,F
Bryce Fisher,FishBr20,FALSE,FALSE,DE,2001,2007,F
Charles Fisher,FishCh20,FALSE,FALSE,DB,1999,1999,F
Darrell Fisher,FishDa20,FALSE,FALSE,TB-FB,1925,1925,F
Doug Fisher,FishDo20,FALSE,FALSE,LB,1969,1970,F
Ed Fisher,FishEd20,FALSE,FALSE,G-C-DE,1974,1982,F
Eddie Fisher,FishEd21,FALSE,FALSE,G,1925,1925,F
Eric Fisher,FishEr00,TRUE,FALSE,OT,2013,2017,F
Ev Fisher,FishEv20,FALSE,FALSE,BB-E,1938,1940,F
George Fisher,FishGe20,FALSE,FALSE,T,1926,1926,F
Jake Fisher,FishJa00,TRUE,FALSE,OT,2015,2017,F
Jeff Fisher,FishJe20,FALSE,FALSE,DB,1981,1984,F
Levar Fisher,FishLe20,FALSE,FALSE,LB,2002,2003,F
Mike Fisher,FishMi20,FALSE,FALSE,WR,1981,1981,F
Ray Fisher,FishRa20,FALSE,FALSE,DT-T-G,1959,1959,F
Tony Fisher,FishTo00,FALSE,FALSE,RB,2002,2006,F
Travis Fisher,FishTr20,FALSE,FALSE,DB,2002,2009,F
Alec Fishman,FishAl20,FALSE,FALSE,G-FB,1921,1921,F
Bill Fisk,FiskBi20,FALSE,FALSE,E-DE,1940,1948,F
Jason Fisk,FiskJa20,FALSE,FALSE,DT-NT,1995,2006,F
Max Fiske,FiskMa20,FALSE,FALSE,B-E,1936,1939,F
Galen Fiss,FissGa00,FALSE,FALSE,LB,1956,1966,F
France Fitzgerald,FitzFr20,FALSE,FALSE,BB-HB,1923,1923,F
Freeman Fitzgerald,FitzFr21,FALSE,FALSE,C-G,1920,1921,F
Greg Fitzgerald,FitzGr20,FALSE,FALSE,DE,1987,1987,F
Jamie Fitzgerald,FitzJa20,FALSE,FALSE,DB,1987,1987,F
Jim Fitzgerald,FitzJi20,FALSE,FALSE,C,1930,1931,F
Joe Fitzgerald,FitzJo20,FALSE,FALSE,E,1920,1920,F
John Fitzgerald,FitzJo21,FALSE,FALSE,C-G,1971,1980,F
Kevin Fitzgerald,FitzKe20,FALSE,FALSE,TE,1987,1987,F
Larry Fitzgerald,FitzLa00,TRUE,FALSE,WR,2004,2017,F
Mickey Fitzgerald,FitzMi20,FALSE,FALSE,RB,1981,1981,F
Mike Fitzgerald,FitzMi21,FALSE,FALSE,DB,1966,1967,F
Paul Fitzgibbon,FitzPa20,FALSE,FALSE,B,1926,1932,F
Steve Fitzhugh,FitzSt20,FALSE,FALSE,DB,1987,1987,F
Bob Fitzke,FitzBo20,FALSE,FALSE,WB,1925,1925,F
Scott Fitzkee,FitzSc00,FALSE,FALSE,WR,1979,1982,F
James FitzPatrick,FitzJa21,FALSE,FALSE,T-G,1986,1991,F
Ryan Fitzpatrick,FitzRy00,TRUE,FALSE,QB,2005,2017,F
Casey Fitzsimmons,FitzCa00,FALSE,FALSE,TE,2003,2009,F
Joe Flacco,FlacJo00,TRUE,FALSE,QB,2008,2017,F
Jack Flagerman,FlagJa20,FALSE,FALSE,C-LB,1948,1948,F
Terrence Flagler,FlagTe00,FALSE,FALSE,RB,1987,1991,F
Dick Flaherty,FlahDi20,FALSE,FALSE,E,1926,1926,F
Harry Flaherty,FlahHa20,FALSE,FALSE,LB,1987,1987,F
Jim Flaherty,FlahJi20,FALSE,FALSE,E-HB,1923,1923,F
Ray Flaherty,FlahRa20,FALSE,TRUE,E-DE,1927,1935,F
Tom Flaherty,FlahTo20,FALSE,FALSE,LB,1987,1987,F
Dick Flanagan,FlanDi20,FALSE,FALSE,LB-G-C,1948,1955,F
Ed Flanagan,FlanEd00,FALSE,FALSE,C,1965,1976,F
Hoot Flanagan,FlanHo20,FALSE,FALSE,TB-WB,1925,1926,F
Latham Flanagan,FlanLa20,FALSE,FALSE,E,1931,1931,F
Mike Flanagan,FlanMi00,FALSE,FALSE,C-T,1998,2007,F
Jim Flanigan,FlanJi20,FALSE,FALSE,LB,1967,1971,F
Jim Flanigan,FlanJi21,FALSE,FALSE,DT,1994,2003,F
John Flannery,FlanJo20,FALSE,FALSE,G-C,1991,1998,F
Bill Flannigan,FlanBi20,FALSE,FALSE,T,1926,1926,F
Paul Flatley,FlatPa00,FALSE,FALSE,WR-FL,1963,1970,F
Willie Flattery,FlatWi20,FALSE,FALSE,G-E,1925,1926,F
Jack Flavin,FlavJa20,FALSE,FALSE,FB,1923,1924,F
P.J. Fleck,FlecP.20,FALSE,FALSE,WR,2004,2004,F
Bill Fleckenstein,FlecBi20,FALSE,FALSE,G-E-T-C,1925,1931,F
Coby Fleener,FleeCo00,TRUE,FALSE,TE,2012,2017,F
Jack Fleischmann,FleiJa20,FALSE,FALSE,G,1925,1929,F
Cameron Fleming,FlemCa00,TRUE,FALSE,OT,2014,2017,F
Cory Fleming,FlemCo20,FALSE,FALSE,WR,1994,1995,F
Darius Fleming,FlemDa00,FALSE,FALSE,OLB,2012,2015,F
Don Fleming,FlemDo20,FALSE,FALSE,DB,1960,1962,F
George Fleming,FlemGe20,FALSE,FALSE,HB-K,1961,1961,F
Jamell Fleming,FlemJa00,FALSE,FALSE,CB,2012,2015,F
Marv Fleming,FlemMa00,FALSE,FALSE,TE-SE,1963,1974,F
Troy Fleming,FlemTr00,FALSE,FALSE,RB,2004,2005,F
Wilmer Fleming,FlemWi20,FALSE,FALSE,HB,1925,1925,F
Zeron Flemister,FlemZe00,FALSE,FALSE,TE,2000,2005,F
Ronald Flemons,FlemRo20,FALSE,FALSE,DE,2001,2004,F
Mack Flenniken,FlenMa20,FALSE,FALSE,B,1930,1931,F
Andrew Fletcher,FletAn20,FALSE,FALSE,FB,1920,1920,F
Arthur Fletcher,FletAr20,FALSE,FALSE,E,1950,1950,F
Billy Fletcher,FletBi20,FALSE,FALSE,DB,1966,1966,F
Bradley Fletcher,FletBr99,FALSE,FALSE,DB,2009,2015,F
Bryan Fletcher,FletBr00,FALSE,FALSE,TE,2005,2007,F
Chris Fletcher,FletCh20,FALSE,FALSE,DB,1970,1976,F
Dane Fletcher,FletDa00,FALSE,FALSE,DE,2010,2014,F
Derrick Fletcher,FletDe20,FALSE,FALSE,T-G,2000,2005,F
Donnie Fletcher,FletDo00,FALSE,FALSE,CB,2012,2012,F
Jamar Fletcher,FletJa20,FALSE,FALSE,DB,2001,2008,F
John Fletcher,FletJo20,FALSE,FALSE,G,1987,1987,F
London Fletcher,FletLo20,FALSE,FALSE,LB,1998,2013,F
Oliver Fletcher,FletOl20,FALSE,FALSE,G,1949,1949,F
Simon Fletcher,FletSi20,FALSE,FALSE,LB-DE,1985,1995,F
Terrell Fletcher,FletTe00,FALSE,FALSE,RB,1995,2002,F
Tom Flick,FlicTo00,FALSE,FALSE,QB,1981,1986,F
Paul Flinn,FlinPa20,FALSE,FALSE,E,1922,1923,F
Ryan Flinn,FlinRy20,FALSE,FALSE,P,2005,2005,F
George Flint,FlinGe00,FALSE,FALSE,G,1962,1968,F
Judson Flint,FlinJu20,FALSE,FALSE,DB,1980,1983,F
Brian Flones,FlonBr20,FALSE,FALSE,LB,1981,1982,F
Anthony Florence,FlorAn20,FALSE,FALSE,DB,1991,1991,F
Drayton Florence,FlorDr20,FALSE,FALSE,DB,2003,2013,F
Paul Florence,FlorPa20,FALSE,FALSE,E,1920,1920,F
Mike Flores,FlorMi20,FALSE,FALSE,DE,1991,1995,F
Tom Flores,FlorTo00,FALSE,FALSE,QB,1960,1969,F
Jim Flower,FlowJi20,FALSE,FALSE,T-E-C-G,1920,1925,F
Bernie Flowers,FlowBe20,FALSE,FALSE,E,1956,1956,F
Bob Flowers,FlowBo20,FALSE,FALSE,C-LB,1942,1949,F
Brandon Flowers,FlowBr99,FALSE,FALSE,DB,2008,2016,F
Charlie Flowers,FlowCh00,FALSE,FALSE,FB,1960,1962,F
Dick Flowers,FlowDi20,FALSE,FALSE,QB,1953,1953,F
Ereck Flowers,FlowEr00,TRUE,FALSE,OT,2015,2017,F
Erik Flowers,FlowEr20,FALSE,FALSE,DE-LB,2000,2004,F
Keith Flowers,FlowKe20,FALSE,FALSE,C-LB,1952,1952,F
Kenny Flowers,FlowKe00,FALSE,FALSE,RB,1987,1989,F
Larry Flowers,FlowLa20,FALSE,FALSE,DB,1981,1985,F
Lee Flowers,FlowLe20,FALSE,FALSE,DB,1995,2002,F
Marquis Flowers,FlowMa00,TRUE,FALSE,OLB,2014,2017,F
Richmond Flowers,FlowRi20,FALSE,FALSE,DB-WR,1969,1973,F
Trey Flowers,FlowTr00,TRUE,FALSE,DE,2015,2017,F
Anthony Floyd,FloyAn20,FALSE,FALSE,DB,2003,2004,F
Bobby Jack Floyd,FloyBo20,FALSE,FALSE,FB,1952,1953,F
Chris Floyd,FloyCh00,FALSE,FALSE,RB,1998,2000,F
Don Floyd,FloyDo00,FALSE,FALSE,DE,1960,1967,F
Eric Floyd,FloyEr20,FALSE,FALSE,G-T,1990,1995,F
George Floyd,FloyGe20,FALSE,FALSE,DB,1982,1984,F
John Floyd,FloyJo00,FALSE,FALSE,WR,1979,1981,F
Leonard Floyd,FloyLe00,TRUE,FALSE,OLB,2016,2017,F
Malcolm Floyd,FloyMa01,FALSE,FALSE,WR,1994,1997,F
Malcom Floyd,FloyMa00,FALSE,FALSE,WR,2004,2015,F
Marcus Floyd,FloyMa20,FALSE,FALSE,DB,2002,2002,F
Michael Floyd,FloyMi00,TRUE,FALSE,WR,2012,2017,F
Owen Floyd,FloyOw20,FALSE,FALSE,C,1920,1921,F
Sharrif Floyd,FloySh00,TRUE,FALSE,DT,2013,2016,F
Victor Floyd,FloyVi20,FALSE,FALSE,RB,1989,1989,F
William Floyd,FloyWi00,FALSE,FALSE,FB,1994,2000,F
Andre Fluellen,FlueAn99,FALSE,FALSE,DT,2008,2015,F
David Fluellen,FlueDa00,TRUE,FALSE,RB,2017,2017,F
D.J. Fluker,FlukDJ00,TRUE,FALSE,OT,2013,2017,F
Darren Flutie,FlutDa00,FALSE,FALSE,WR,1988,1988,F
Doug Flutie,FlutDo00,FALSE,FALSE,QB,1986,2005,F
Don Flynn,FlynDo20,FALSE,FALSE,DB-K,1960,1961,F
Furlong Flynn,FlynFu20,FALSE,FALSE,G-T,1926,1926,F
Matt Flynn,FlynMa00,FALSE,FALSE,QB,2008,2014,F
Mike Flynn,FlynMi20,FALSE,FALSE,C-G,1998,2007,F
Tom Flynn,FlynTo20,FALSE,FALSE,DB,1984,1988,F
Mark Flythe,FlytMa20,FALSE,FALSE,DE,1993,1993,F
Kevin Fogg,FoggKe00,FALSE,FALSE,CB,2014,2014,F
Fred Foggie,FoggFr20,FALSE,FALSE,DB,1992,1994,F
DeShawn Fogle,FoglDe20,FALSE,FALSE,LB,1997,1997,F
Moise Fokou,FokoMo99,FALSE,FALSE,LB,2009,2014,F
Spencer Folau,FolaSp20,FALSE,FALSE,T,1997,2004,F
Hank Foldberg,FoldHa20,FALSE,FALSE,E,1948,1949,F
Nick Foles,FoleNi00,TRUE,FALSE,QB,2012,2017,F
Dave Foley,FoleDa00,FALSE,FALSE,T-C,1969,1977,F
Glenn Foley,FoleGl00,FALSE,FALSE,QB,1994,1999,F
